Tweet Content,Date,User,Source,Tweet ID,Tweet URL
"@POTUS still ignorant, still lying, still dangerous. Stay home. Block off Fox News. #coronavirus",2020-04-19 23:43:11,DCDPS,Twitter for Android,1252019948186107908,https://twitter.com/statuses/1252019948186107908
You so nasty #Coronavirus,2020-04-19 23:43:05,kathleenepps7,Twitter for iPhone,1252019924043730947,https://twitter.com/statuses/1252019924043730947
So glad CNN kept pressing!!!!!!  #Coronavirus,2020-04-19 23:43:05,margo27015120,Twitter for iPhone,1252019922789642240,https://twitter.com/statuses/1252019922789642240
Good God - who in their right mind would broadcast or even believe @realDonaldTrump daily verbal diarrhea on #coronavirus briefings? #LiesLiesLies,2020-04-19 23:43:04,mrinterdumbass,Twitter Web App,1252019916191891456,https://twitter.com/statuses/1252019916191891456
His face is rude and nasty #Coronavirus,2020-04-19 23:42:58,Mo_Honu,Twitter for iPhone,1252019892401795072,https://twitter.com/statuses/1252019892401795072
"For people protesting the lockdown: I get it, #coronavirus isn’t a problem in your town. The reason we are shut down as a country is because it’s killing our populated cities. We are all staying home to keep it from becoming a problem in your community https://t.co/bmUmHxEpfT",2020-04-19 23:42:38,MootePoints,Twitter for iPhone,1252019807807066116,https://twitter.com/statuses/1252019807807066116
"@glamelegance I think the networks are actually afraid to stop airing him for possible fear of backlash or drop in viewership, but he’s straight doing MAGA rallies instead of informing the country regarding #coronavirus",2020-04-19 23:42:37,SrTret23,Twitter for iPhone,1252019802664828930,https://twitter.com/statuses/1252019802664828930
#coronavirus Wonder why @realDonaldTrump only asks Asian reporters who they work for? 🤔 weird? no racist don’t forget it #CoronavirusFail,2020-04-19 23:42:35,kimrc11,Twitter for iPhone,1252019798202109955,https://twitter.com/statuses/1252019798202109955
@BreitbartNews The #coronavirus is aerosolized and THESE MORONS ARE HOLDING THE TRUMP PRESSER IN AN ENCLOSED ROOM............LOLOL!!!,2020-04-19 23:42:35,TinaAmber7,Twitter Web App,1252019794280435712,https://twitter.com/statuses/1252019794280435712
"Pres Trump Q&A: Really time for self congratulations? ""I'm standing up for"" all the people working against the virus. Just showing Gov. Cuomo what saying. ""You don't have the brains you were born with,"" tells CNN reporter. #Trump #coronavirus @anthonymace",2020-04-19 23:42:34,MaceNewsMacro,Twitter Web App,1252019791193350154,https://twitter.com/statuses/1252019791193350154
"@spectatorindex $17 now per barrel. 18-year low, and well below the $20 ""support"" analysts were talking about.  Oil prices still falling in Sunday trading. Ugly chart for sure.  #coronavirus https://t.co/y4uFqBAOLl",2020-04-19 23:42:33,etb1000,Twitter Web App,1252019786785214466,https://twitter.com/statuses/1252019786785214466
"#China 'cornered' the personal protective equipment market and 'is profiteering' during #coronavirus outbreak.  

https://t.co/hq4GKogpar",2020-04-19 23:42:32,princehandley,Hootsuite Inc.,1252019782032990209,https://twitter.com/statuses/1252019782032990209
"Usually their sister is a beautician and there's no actual virus so...   
https://t.co/nXARvBhMvq 
😄 
#CoronaVirus",2020-04-19 23:42:32,Balkingpoints,Twitter Web Client,1252019781932326914,https://twitter.com/statuses/1252019781932326914
NFL draft this week. God does exist #NFLDraft2020 #coronavirus,2020-04-19 23:42:30,LivinLaVideSofa,Twitter for iPhone,1252019774567178240,https://twitter.com/statuses/1252019774567178240
We’re in such great shape my friends are getting COVID and have lost family members from this.  #Coronavirus,2020-04-19 23:42:29,Maudymouse,Twitter for iPhone,1252019771668705281,https://twitter.com/statuses/1252019771668705281
Lol #coronavirus America learn from the Jews!!!!,2020-04-19 23:42:28,rtiredpartygirl,Twitter for iPhone,1252019768799956994,https://twitter.com/statuses/1252019768799956994
Which shiny Diamond is this guy? I love him and his question. #coronavirus,2020-04-19 23:42:28,Susanforney,Twitter for iPad,1252019768434933762,https://twitter.com/statuses/1252019768434933762
"Women Confronting Trump:  The only time women can talk to him like that (what piggy donald thinks is backtalk or sass) is when they are all in bondage in a Russian hotel. 

#coronavirus",2020-04-19 23:42:20,KDWRenoGirl,Twitter Web App,1252019733844508673,https://twitter.com/statuses/1252019733844508673
New information concerning the #coronavirus https://t.co/6Fz1WVAK26,2020-04-19 23:42:20,YvonneN_KVUE,Twitter for iPhone,1252019731730661377,https://twitter.com/statuses/1252019731730661377
.@PattyMurray Did you know that the CDC budget is only 1.5% of what is spent on the U.S. military — $738 billion compared to $11 billion? Outraged? Contact Congress and tell them to double the CDC by cutting pentagon spending. #DivestFromWar #Coronavirus,2020-04-19 23:42:18,julsrus5,One Click Politics,1252019723509862401,https://twitter.com/statuses/1252019723509862401
.@SenatorCantwell Did you know that the CDC budget is only 1.5% of what is spent on the U.S. military — $738 billion compared to $11 billion? Outraged? Contact Congress and tell them to double the CDC by cutting pentagon spending. #DivestFromWar #Coronavirus,2020-04-19 23:42:17,julsrus5,One Click Politics,1252019722624909319,https://twitter.com/statuses/1252019722624909319
.@RepRickLarsen Did you know that the CDC budget is only 1.5% of what is spent on the U.S. military — $738 billion compared to $11 billion? Outraged? Contact Congress and tell them to double the CDC by cutting pentagon spending. #DivestFromWar #Coronavirus,2020-04-19 23:42:17,julsrus5,One Click Politics,1252019721572093958,https://twitter.com/statuses/1252019721572093958
He's gonna blow his stack on that question! #coronavirus,2020-04-19 23:42:14,lam116bro,Twitter for Android,1252019708322361347,https://twitter.com/statuses/1252019708322361347
"@realDonaldTrump while you are busy spewing propaganda bull crap on a daily, this is what is actually happening on a daily, people are dying.
#CoronaVirus #NYC https://t.co/1raGNs55QE",2020-04-19 23:42:13,AHappyMargarita,Twitter for iPad,1252019703746363393,https://twitter.com/statuses/1252019703746363393
Great question on adding the clip to his briefing. Wow!!!!!! #Coronavirus,2020-04-19 23:42:01,margo27015120,Twitter for iPhone,1252019652894613505,https://twitter.com/statuses/1252019652894613505
So very sad and at a time when you can't even console each other properly - the #coronavirus puts a even greater toll on those who already felt isolated or alone and now can't afford help or have access to technology. https://t.co/HlRxFiP8Yg,2020-04-19 23:42:00,Social411Now,Twitter for Android,1252019650835083265,https://twitter.com/statuses/1252019650835083265
"#China 'cornered' the personal protective equipment market and 'is profiteering' during #coronavirus outbreak.  

https://t.co/jvGZjKorEK",2020-04-19 23:42:00,PROPHECYandNEWS,Hootsuite Inc.,1252019650138865666,https://twitter.com/statuses/1252019650138865666
"COVID-19 Daily Rundown

Follow the story on -  https://t.co/bW6CfAYHtm

#CanadaCovid19 #coronavirus https://t.co/kqPvK896l0",2020-04-19 23:41:58,astrologer_AI,Twitter Web App,1252019639040856067,https://twitter.com/statuses/1252019639040856067
"These are some of the most disgusting statements I've ever seen  anyone make, and to think this man is a politician. #coronavirus #COVID19 
https://t.co/Tphk3UiXmJ",2020-04-19 23:41:56,Ashmolovely,Twitter for Android,1252019631134511107,https://twitter.com/statuses/1252019631134511107
"Herd immunity a failure as well as callous murder: No evidence that people who have survived #coronavirus have immunity, says World Health Organisation 
#covid19 
https://t.co/mSSp1LJMKS",2020-04-19 23:41:55,one_in_10,Twitter Web Client,1252019626692796416,https://twitter.com/statuses/1252019626692796416
"@WarRoomPandemic I’m hoping #coronavirus has awakened a sleeping giant, US.",2020-04-19 23:41:50,aj1747,Twitter Web App,1252019606769803272,https://twitter.com/statuses/1252019606769803272
"Over 40,000 Americans dead from #Coronavirus-related reasons https://t.co/yRGQUS90jR https://t.co/NvuDdhoE77",2020-04-19 23:41:49,dailydigger19,Twitter Web App,1252019604253298696,https://twitter.com/statuses/1252019604253298696
"#COVID19 #coronavirus by the numbers Sunday: 

🌐 2,340,000 cases 
🌐 161,000 deaths
🌐 600,000 recoveries

Cases by country:

▶️ 735k USA 🇺🇸 
▶️ 194k Spain 🇪🇸 
▶️ 175k Italy 🇮🇹 
▶️ 152k France 🇫🇷 
▶️ 143k Germany 🇩🇪 
@realDonaldTrump should have resigned  due to his ignorance.",2020-04-19 23:41:49,Lucky_Jajuha,Twitter for iPhone,1252019601858269184,https://twitter.com/statuses/1252019601858269184
"WATCH: Reporter: You knew #coronavirus was spreading like wildfire in Feb. You held rallies.

Trump: Just relax. We cut off China. 

Reporter: (Pressing him.)

Trump: Keep your voice down.

Trump is ABSOLUTELY out of control. WILL NOT ANSWER, just bullies.
https://t.co/dGizBIyhEI",2020-04-19 23:41:48,morethanmySLE,Twitter Web App,1252019599694008320,https://twitter.com/statuses/1252019599694008320
Over 40k ppl have now died from #coronavirus in America. This is unconscionable,2020-04-19 23:41:48,mrslml17,Twitter for iPhone,1252019599186579458,https://twitter.com/statuses/1252019599186579458
Premier Daniel Andrews says stability in Victoria’s #coronavirus numbers (only 1 new case with more testing done) is not an invitation to roll back all the rules. “We can’t give back all the gains we’ve made by letting our frustrations get the better of us”,2020-04-19 23:41:45,Kiara_Parker_,Twitter for iPhone,1252019587547189248,https://twitter.com/statuses/1252019587547189248
@mayawiley Also the reason the House of Delegates went Democrat here in Virginia. We wanted changes like this. Main reason the guy trump backed for governor lost so badly as well. Nothing to do with #coronavirus this was passed in our Legislature. Still need more but it takes time.,2020-04-19 23:41:34,JuliaHart923,Twitter for iPad,1252019540525006848,https://twitter.com/statuses/1252019540525006848
"'Cause everything I touch, has got the virus,
And every time we kiss, it's taboo, I know.
Can't you hear my heart beat fast?
This fever can't last.
Need you to stay home.

#coronavirus",2020-04-19 23:41:27,hmccray137,Twitter for Android,1252019511265394688,https://twitter.com/statuses/1252019511265394688
"For the record:  #Coronavirus deaths have been far outpacing flu deaths.

👉🏻 https://t.co/qIVOdlm2qh https://t.co/DpuiSlWK2v",2020-04-19 23:41:21,FrankLuntz,TweetDeck,1252019484216356865,https://twitter.com/statuses/1252019484216356865
... sigh.  #coronavirus #SundayThoughts https://t.co/etNXFvsKaO,2020-04-19 23:41:12,Texican_Miguel,Twitter for Android,1252019447797186561,https://twitter.com/statuses/1252019447797186561
"Here’s how an app is making it easier for Americans to file for unemployment -

https://t.co/aCUIjScBy6
via CNBC

#unemployment
#coronavirus https://t.co/FHIBaz8kd7",2020-04-19 23:41:03,PacPayroll,Buffer,1252019409348067333,https://twitter.com/statuses/1252019409348067333
"Americans, you have to be a moron to be working for TrUmP. You have to be a moron to believe anything he says. You have to be crazy to trust him.#CoronaVirus. #CoronavirusOutbreak.",2020-04-19 23:41:00,culturesconverg,Twitter Web App,1252019397381611520,https://twitter.com/statuses/1252019397381611520
".@NYGovCuomo reports that New York's #coronavirus death toll rose by 507 on Saturday, the lowest daily toll since April 1, another sign that the wave has crested.

Here's what the #nycoronavirus mortality curve looks like in context. https://t.co/90YyuCzMhP",2020-04-19 23:40:59,NYHammond,Twitter Web App,1252019393544028161,https://twitter.com/statuses/1252019393544028161
"Apr 18 statewide report:

- 11,802 confirmed cases (+357, 3.1% growth)
- 624 souls lost (+21, 3.5% growth)
- 135,706 tested (+4,079, 8.8% positive rate in yesterday's tests)

These are people, not numbers.

@WADeptHealth #coronavirus #COVID19

Source: https://t.co/jr3kdrh0N9 https://t.co/Op8lRgVc1B https://t.co/7pmVTSvKhR",2020-04-19 23:40:58,Seattle2019nCov,Twitter Web App,1252019390645600256,https://twitter.com/statuses/1252019390645600256
"All these jackasses out protesting #coronavirus should sign a waiver to forego any treatment when they fall ill. 

Since they are so eager to open things up & think it’s a hoax, let them put their money where their mouth is",2020-04-19 23:40:57,realdocv,Twitter for iPhone,1252019387181133824,https://twitter.com/statuses/1252019387181133824
"Pres Trump Q&A: ""Terrible thing"" that even hotels that are ""underleveraged"" still are closed down and lose all revenue. Don't know if ""they're looking at it."" Lot of people unemployed. #Trump #coronavirus @anthonymace",2020-04-19 23:40:57,MaceNewsMacro,Twitter Web App,1252019385931366405,https://twitter.com/statuses/1252019385931366405
